usage_date,subscription_id,resource_group,resource_type,service_name,meter_category,team_tag,cost_inr,currency,quantity,unit_of_measure
2026-01-02,sub-psiog-001,rg-dataengineering-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:DataEngineering,143.93,INR,43.7,1 Hour
2026-01-02,sub-psiog-001,rg-dataengineering-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:DataEngineering,723.79,INR,19.0,1 Hour
2026-01-02,sub-psiog-001,rg-platform-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:Platform,1565.07,INR,57.84,1 Hour
2026-01-02,sub-psiog-001,rg-platform-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:Platform,180.33,INR,74.85,1 Hour
2026-01-02,sub-psiog-001,rg-platform-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:Platform,337.7,INR,89.0,1 Hour
2026-01-02,sub-psiog-001,rg-platform-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:Platform,305.7,INR,23.14,1 Hour
2026-01-02,sub-psiog-001,rg-product-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:Product,679.71,INR,5.68,1 Hour
2026-01-02,sub-psiog-001,rg-product-prod,Microsoft.Storage/storageAccounts/fileServices,File Storage,Storage,team:Product,172.94,INR,85.88,1 Hour
2026-01-02,sub-psiog-001,rg-product-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:Product,100.48,INR,23.35,1 Hour
2026-01-02,sub-psiog-001,rg-product-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:Product,259.38,INR,48.47,1 Hour
2026-01-03,sub-psiog-001,rg-devops-prod,Microsoft.ContainerService/managedClusters,AKS Clusters,Compute,team:DevOps,1114.55,INR,79.83,1 Hour
2026-01-03,sub-psiog-001,rg-devops-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:DevOps,323.31,INR,44.81,1 Hour
2026-01-03,sub-psiog-001,rg-devops-prod,Microsoft.Network/loadBalancers,Load Balancers,Networking,team:DevOps,216.43,INR,57.77,1 Hour
2026-01-03,sub-psiog-001,rg-devops-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:DevOps,413.06,INR,91.99,1 Hour
2026-01-03,sub-psiog-001,rg-dataengineering-prod,Microsoft.ContainerService/managedClusters,AKS Clusters,Compute,team:DataEngineering,799.46,INR,68.37,1 Hour
2026-01-03,sub-psiog-001,rg-dataengineering-prod,Microsoft.Storage/storageAccounts/fileServices,File Storage,Storage,team:DataEngineering,553.81,INR,64.9,1 Hour
2026-01-03,sub-psiog-001,rg-dataengineering-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:DataEngineering,138.21,INR,15.96,1 Hour
2026-01-03,sub-psiog-001,rg-dataengineering-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:DataEngineering,915.75,INR,14.06,1 Hour
2026-01-03,sub-psiog-001,rg-platform-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:Platform,1412.41,INR,74.74,1 Hour
2026-01-03,sub-psiog-001,rg-platform-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:Platform,230.52,INR,93.33,1 Hour
2026-01-03,sub-psiog-001,rg-platform-prod,Microsoft.Network/loadBalancers,Load Balancers,Networking,team:Platform,305.57,INR,6.62,1 Hour
2026-01-03,sub-psiog-001,rg-platform-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:Platform,306.3,INR,67.13,1 Hour
2026-01-03,sub-psiog-001,rg-product-prod,Microsoft.ContainerService/managedClusters,AKS Clusters,Compute,team:Product,604.71,INR,45.97,1 Hour
2026-01-03,sub-psiog-001,rg-product-prod,Microsoft.Storage/storageAccounts/fileServices,File Storage,Storage,,136.49,INR,82.24,1 Hour
2026-01-03,sub-psiog-001,rg-product-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:Product,85.62,INR,64.62,1 Hour
2026-01-03,sub-psiog-001,rg-product-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:Product,286.94,INR,96.29,1 Hour
2026-01-04,sub-psiog-001,rg-devops-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:DevOps,1092.64,INR,76.75,1 Hour
2026-01-04,sub-psiog-001,rg-devops-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:DevOps,304.48,INR,25.33,1 Hour
2026-01-04,sub-psiog-001,rg-devops-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:DevOps,226.62,INR,59.78,1 Hour
2026-01-04,sub-psiog-001,rg-devops-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:DevOps,388.55,INR,64.64,1 Hour
2026-01-04,sub-psiog-001,rg-dataengineering-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:DataEngineering,911.36,INR,9.95,1 Hour
2026-01-04,sub-psiog-001,rg-dataengineering-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:DataEngineering,533.96,INR,85.59,1 Hour
2026-01-04,sub-psiog-001,rg-dataengineering-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:DataEngineering,165.93,INR,63.06,1 Hour
2026-01-04,sub-psiog-001,rg-dataengineering-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:DataEngineering,711.24,INR,35.61,1 Hour
2026-01-04,sub-psiog-001,rg-platform-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:Platform,1534.23,INR,97.66,1 Hour
2026-01-04,sub-psiog-001,rg-platform-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:Platform,175.37,INR,95.04,1 Hour
2026-01-04,sub-psiog-001,rg-platform-prod,Microsoft.Network/loadBalancers,Load Balancers,Networking,team:Platform,310.2,INR,15.93,1 Hour
2026-01-04,sub-psiog-001,rg-platform-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:Platform,339.67,INR,26.54,1 Hour
2026-01-04,sub-psiog-001,rg-product-prod,Microsoft.ContainerService/managedClusters,AKS Clusters,Compute,team:Product,536.75,INR,74.71,1 Hour
2026-01-04,sub-psiog-001,rg-product-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,,151.85,INR,62.45,1 Hour
2026-01-04,sub-psiog-001,rg-product-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:Product,90.02,INR,94.97,1 Hour
2026-01-04,sub-psiog-001,rg-product-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:Product,267.65,INR,32.07,1 Hour
2026-01-05,sub-psiog-001,rg-devops-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:DevOps,1230.62,INR,8.8,1 Hour
2026-01-05,sub-psiog-001,rg-devops-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:DevOps,320.33,INR,71.54,1 Hour
2026-01-05,sub-psiog-001,rg-devops-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:DevOps,218.92,INR,21.97,1 Hour
2026-01-05,sub-psiog-001,rg-devops-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:DevOps,440.58,INR,84.45,1 Hour
2026-01-05,sub-psiog-001,rg-dataengineering-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:DataEngineering,868.08,INR,30.42,1 Hour
2026-01-05,sub-psiog-001,rg-dataengineering-prod,Microsoft.Storage/storageAccounts/fileServices,File Storage,Storage,team:DataEngineering,471.59,INR,46.51,1 Hour
2026-01-05,sub-psiog-001,rg-dataengineering-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:DataEngineering,135.77,INR,41.1,1 Hour
2026-01-05,sub-psiog-001,rg-dataengineering-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:DataEngineering,881.0,INR,32.47,1 Hour
2026-01-05,sub-psiog-001,rg-platform-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:Platform,1467.38,INR,91.91,1 Hour
2026-01-05,sub-psiog-001,rg-platform-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:Platform,207.92,INR,99.59,1 Hour
2026-01-05,sub-psiog-001,rg-platform-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:Platform,259.39,INR,20.95,1 Hour
2026-01-05,sub-psiog-001,rg-platform-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,,347.73,INR,52.63,1 Hour
2026-01-05,sub-psiog-001,rg-product-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:Product,546.16,INR,7.29,1 Hour
2026-01-05,sub-psiog-001,rg-product-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,,129.31,INR,38.91,1 Hour
2026-01-05,sub-psiog-001,rg-product-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:Product,107.07,INR,61.49,1 Hour
2026-01-05,sub-psiog-001,rg-product-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:Product,267.41,INR,10.34,1 Hour
2026-01-06,sub-psiog-001,rg-devops-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:DevOps,1203.35,INR,93.62,1 Hour
2026-01-06,sub-psiog-001,rg-devops-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:DevOps,302.96,INR,44.24,1 Hour
2026-01-06,sub-psiog-001,rg-devops-prod,Microsoft.Network/loadBalancers,Load Balancers,Networking,team:DevOps,224.05,INR,35.7,1 Hour
2026-01-06,sub-psiog-001,rg-devops-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:DevOps,395.23,INR,38.82,1 Hour
2026-01-06,sub-psiog-001,rg-dataengineering-prod,Microsoft.ContainerService/managedClusters,AKS Clusters,Compute,team:DataEngineering,803.48,INR,22.49,1 Hour
2026-01-06,sub-psiog-001,rg-dataengineering-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:DataEngineering,566.23,INR,36.37,1 Hour
2026-01-06,sub-psiog-001,rg-dataengineering-prod,Microsoft.Network/loadBalancers,Load Balancers,Networking,team:DataEngineering,138.74,INR,8.0,1 Hour
2026-01-06,sub-psiog-001,rg-dataengineering-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,,899.87,INR,15.05,1 Hour
2026-01-06,sub-psiog-001,rg-platform-prod,Microsoft.ContainerService/managedClusters,AKS Clusters,Compute,,1560.16,INR,2.96,1 Hour
2026-01-06,sub-psiog-001,rg-platform-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:Platform,220.84,INR,27.44,1 Hour
2026-01-06,sub-psiog-001,rg-platform-prod,Microsoft.Network/loadBalancers,Load Balancers,Networking,team:Platform,286.84,INR,94.75,1 Hour
2026-01-06,sub-psiog-001,rg-platform-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:Platform,401.12,INR,66.65,1 Hour
2026-01-06,sub-psiog-001,rg-product-prod,Microsoft.ContainerService/managedClusters,AKS Clusters,Compute,team:Product,653.78,INR,76.79,1 Hour
2026-01-06,sub-psiog-001,rg-product-prod,Microsoft.Storage/storageAccounts/fileServices,File Storage,Storage,team:Product,146.08,INR,20.41,1 Hour
2026-01-06,sub-psiog-001,rg-product-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:Product,102.96,INR,24.35,1 Hour
2026-01-06,sub-psiog-001,rg-product-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,,242.51,INR,42.59,1 Hour
2026-01-07,sub-psiog-001,rg-devops-prod,Microsoft.ContainerService/managedClusters,AKS Clusters,Compute,team:DevOps,1052.79,INR,21.46,1 Hour
2026-01-07,sub-psiog-001,rg-devops-prod,Microsoft.Storage/storageAccounts/fileServices,File Storage,Storage,team:DevOps,266.96,INR,98.53,1 Hour
2026-01-07,sub-psiog-001,rg-devops-prod,Microsoft.Network/loadBalancers,Load Balancers,Networking,team:DevOps,207.74,INR,66.07,1 Hour
2026-01-07,sub-psiog-001,rg-devops-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:DevOps,431.51,INR,40.45,1 Hour
2026-01-07,sub-psiog-001,rg-dataengineering-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:DataEngineering,1049.42,INR,38.41,1 Hour
2026-01-07,sub-psiog-001,rg-dataengineering-prod,Microsoft.Storage/storageAccounts/fileServices,File Storage,Storage,team:DataEngineering,486.9,INR,10.52,1 Hour
2026-01-07,sub-psiog-001,rg-dataengineering-prod,Microsoft.Network/loadBalancers,Load Balancers,Networking,team:DataEngineering,165.88,INR,7.52,1 Hour
2026-01-07,sub-psiog-001,rg-dataengineering-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:DataEngineering,901.24,INR,71.48,1 Hour
2026-01-07,sub-psiog-001,rg-platform-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:Platform,1677.94,INR,21.89,1 Hour
2026-01-07,sub-psiog-001,rg-platform-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:Platform,194.89,INR,16.29,1 Hour
2026-01-07,sub-psiog-001,rg-platform-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:Platform,297.99,INR,78.53,1 Hour
2026-01-07,sub-psiog-001,rg-platform-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:Platform,354.1,INR,10.78,1 Hour
2026-01-07,sub-psiog-001,rg-product-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:Product,645.22,INR,3.47,1 Hour
2026-01-07,sub-psiog-001,rg-product-prod,Microsoft.Storage/storageAccounts/fileServices,File Storage,Storage,team:Product,167.06,INR,70.49,1 Hour
2026-01-07,sub-psiog-001,rg-product-prod,Microsoft.Network/loadBalancers,Load Balancers,Networking,team:Product,90.63,INR,17.65,1 Hour
2026-01-07,sub-psiog-001,rg-product-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:Product,245.33,INR,43.43,1 Hour
2026-01-08,sub-psiog-001,rg-devops-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:DevOps,1392.36,INR,27.77,1 Hour
2026-01-08,sub-psiog-001,rg-devops-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:DevOps,272.49,INR,16.31,1 Hour
2026-01-08,sub-psiog-001,rg-devops-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:DevOps,189.61,INR,73.94,1 Hour
2026-01-08,sub-psiog-001,rg-devops-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:DevOps,418.39,INR,27.21,1 Hour
2026-01-08,sub-psiog-001,rg-dataengineering-prod,Microsoft.ContainerService/managedClusters,AKS Clusters,Compute,team:DataEngineering,974.32,INR,49.29,1 Hour
2026-01-08,sub-psiog-001,rg-dataengineering-prod,Microsoft.Storage/storageAccounts/fileServices,File Storage,Storage,team:DataEngineering,546.19,INR,44.33,1 Hour
2026-01-08,sub-psiog-001,rg-dataengineering-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:DataEngineering,164.1,INR,75.97,1 Hour
2026-01-08,sub-psiog-001,rg-dataengineering-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:DataEngineering,938.88,INR,38.02,1 Hour
2026-01-08,sub-psiog-001,rg-platform-prod,Microsoft.ContainerService/managedClusters,AKS Clusters,Compute,team:Platform,1686.42,INR,86.25,1 Hour
2026-01-08,sub-psiog-001,rg-platform-prod,Microsoft.Storage/storageAccounts/fileServices,File Storage,Storage,team:Platform,207.08,INR,13.36,1 Hour
2026-01-08,sub-psiog-001,rg-platform-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:Platform,339.73,INR,39.26,1 Hour
2026-01-08,sub-psiog-001,rg-platform-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:Platform,400.44,INR,49.82,1 Hour
2026-01-08,sub-psiog-001,rg-product-prod,Microsoft.ContainerService/managedClusters,AKS Clusters,Compute,team:Product,613.78,INR,71.95,1 Hour
2026-01-08,sub-psiog-001,rg-product-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:Product,169.25,INR,59.45,1 Hour
2026-01-08,sub-psiog-001,rg-product-prod,Microsoft.Network/loadBalancers,Load Balancers,Networking,team:Product,113.02,INR,75.15,1 Hour
2026-01-08,sub-psiog-001,rg-product-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:Product,232.58,INR,60.01,1 Hour
2026-01-09,sub-psiog-001,rg-devops-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:DevOps,1190.4,INR,61.46,1 Hour
2026-01-09,sub-psiog-001,rg-devops-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:DevOps,270.79,INR,19.14,1 Hour
2026-01-09,sub-psiog-001,rg-devops-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:DevOps,203.4,INR,30.18,1 Hour
2026-01-09,sub-psiog-001,rg-devops-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:DevOps,432.76,INR,42.78,1 Hour
2026-01-09,sub-psiog-001,rg-dataengineering-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,,961.4,INR,46.85,1 Hour
2026-01-09,sub-psiog-001,rg-dataengineering-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:DataEngineering,545.6,INR,59.35,1 Hour
2026-01-09,sub-psiog-001,rg-dataengineering-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:DataEngineering,131.79,INR,79.05,1 Hour
2026-01-09,sub-psiog-001,rg-dataengineering-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,,828.25,INR,71.53,1 Hour
2026-01-09,sub-psiog-001,rg-platform-prod,Microsoft.ContainerService/managedClusters,AKS Clusters,Compute,team:Platform,1505.44,INR,46.29,1 Hour
2026-01-09,sub-psiog-001,rg-platform-prod,Microsoft.Storage/storageAccounts/fileServices,File Storage,Storage,,234.64,INR,36.55,1 Hour
2026-01-09,sub-psiog-001,rg-platform-prod,Microsoft.Network/loadBalancers,Load Balancers,Networking,,308.05,INR,85.63,1 Hour
2026-01-09,sub-psiog-001,rg-platform-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:Platform,338.06,INR,85.79,1 Hour
2026-01-09,sub-psiog-001,rg-product-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:Product,637.28,INR,88.96,1 Hour
2026-01-09,sub-psiog-001,rg-product-prod,Microsoft.Storage/storageAccounts/fileServices,File Storage,Storage,team:Product,160.52,INR,67.11,1 Hour
2026-01-09,sub-psiog-001,rg-product-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:Product,112.09,INR,17.82,1 Hour
2026-01-09,sub-psiog-001,rg-product-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:Product,292.98,INR,13.27,1 Hour
2026-01-10,sub-psiog-001,rg-devops-prod,Microsoft.ContainerService/managedClusters,AKS Clusters,Compute,team:DevOps,1286.62,INR,61.1,1 Hour
2026-01-10,sub-psiog-001,rg-devops-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:DevOps,348.7,INR,1.45,1 Hour
2026-01-10,sub-psiog-001,rg-devops-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:DevOps,228.09,INR,56.14,1 Hour
2026-01-10,sub-psiog-001,rg-devops-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:DevOps,404.62,INR,82.3,1 Hour
2026-01-10,sub-psiog-001,rg-dataengineering-prod,Microsoft.ContainerService/managedClusters,AKS Clusters,Compute,team:DataEngineering,891.3,INR,60.51,1 Hour
2026-01-10,sub-psiog-001,rg-dataengineering-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:DataEngineering,583.78,INR,61.79,1 Hour
2026-01-10,sub-psiog-001,rg-dataengineering-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:DataEngineering,155.72,INR,60.58,1 Hour
2026-01-10,sub-psiog-001,rg-dataengineering-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:DataEngineering,868.49,INR,56.1,1 Hour
2026-01-10,sub-psiog-001,rg-platform-prod,Microsoft.Compute/virtualMachines,Virtual Machines,Compute,team:Platform,1376.42,INR,81.42,1 Hour
2026-01-10,sub-psiog-001,rg-platform-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:Platform,218.79,INR,97.92,1 Hour
2026-01-10,sub-psiog-001,rg-platform-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:Platform,289.56,INR,93.31,1 Hour
2026-01-10,sub-psiog-001,rg-platform-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:Platform,341.29,INR,27.53,1 Hour
2026-01-10,sub-psiog-001,rg-product-prod,Microsoft.ContainerService/managedClusters,AKS Clusters,Compute,team:Product,537.66,INR,58.16,1 Hour
2026-01-10,sub-psiog-001,rg-product-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:Product,141.42,INR,74.46,1 Hour
2026-01-10,sub-psiog-001,rg-product-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:Product,115.98,INR,6.36,1 Hour
2026-01-10,sub-psiog-001,rg-product-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:Product,219.6,INR,46.09,1 Hour
2026-01-11,sub-psiog-001,rg-devops-prod,Microsoft.ContainerService/managedClusters,AKS Clusters,Compute,team:DevOps,1377.06,INR,14.1,1 Hour
2026-01-11,sub-psiog-001,rg-devops-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:DevOps,271.84,INR,29.56,1 Hour
2026-01-11,sub-psiog-001,rg-devops-prod,Microsoft.Network/virtualNetworks,Virtual Networks,Networking,team:DevOps,191.74,INR,46.02,1 Hour
2026-01-11,sub-psiog-001,rg-devops-prod,Microsoft.DocumentDB/databaseAccounts,Cosmos DB,Data Services,team:DevOps,378.57,INR,64.9,1 Hour
2026-01-11,sub-psiog-001,rg-dataengineering-prod,Microsoft.ContainerService/managedClusters,AKS Clusters,Compute,team:DataEngineering,901.28,INR,6.06,1 Hour
2026-01-11,sub-psiog-001,rg-dataengineering-prod,Microsoft.Storage/storageAccounts/fileServices,File Storage,Storage,team:DataEngineering,567.65,INR,64.01,1 Hour
2026-01-11,sub-psiog-001,rg-dataengineering-prod,Microsoft.Network/loadBalancers,Load Balancers,Networking,team:DataEngineering,150.84,INR,85.64,1 Hour
2026-01-11,sub-psiog-001,rg-dataengineering-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:DataEngineering,929.65,INR,72.33,1 Hour
2026-01-11,sub-psiog-001,rg-platform-prod,Microsoft.ContainerService/managedClusters,AKS Clusters,Compute,team:Platform,1699.7,INR,96.61,1 Hour
2026-01-11,sub-psiog-001,rg-platform-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,,229.04,INR,69.58,1 Hour
2026-01-11,sub-psiog-001,rg-platform-prod,Microsoft.Network/loadBalancers,Load Balancers,Networking,team:Platform,270.53,INR,77.84,1 Hour
2026-01-11,sub-psiog-001,rg-platform-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:Platform,317.86,INR,44.24,1 Hour
2026-01-11,sub-psiog-001,rg-product-prod,Microsoft.ContainerService/managedClusters,AKS Clusters,Compute,team:Product,578.71,INR,39.38,1 Hour
2026-01-11,sub-psiog-001,rg-product-prod,Microsoft.Storage/storageAccounts,Blob Storage,Storage,team:Product,140.02,INR,82.3,1 Hour
2026-01-11,sub-psiog-001,rg-product-prod,Microsoft.Network/loadBalancers,Load Balancers,Networking,team:Product,111.46,INR,65.03,1 Hour
2026-01-11,sub-psiog-001,rg-product-prod,Microsoft.Sql/servers/databases,SQL Database,Data Services,team:Product,278.63,INR,68.72,1 Hour
2026-01-12,sub-psiog-001,rg-devops-prod,Microsoft.ContainerService/managedClusters,AKS Clusters,Compute,team:DevOps,1294.81,INR,10.14,1 Hour
